text,label,timestamp,cleaned_text
"Some days I feel like giving up, other days I feel hopeful. Maybe I just need some rest.",1,2025-05-30 21:19:03,day feel like giving day feel hopeful maybe need rest
I had an anxiety attack yesterday. I'm focusing on small victories each day. Breathing exercises helped me through it.,0,2025-04-28 11:10:30,anxiety attack yesterday im focusing small victory day breathing exercise helped
I've been feeling a bit down lately. I'm trying to be kinder to myself during this time. But I'm trying to stay positive.,0,2025-06-09 15:32:20,ive feeling bit lately im trying kinder time im trying stay positive
I've been feeling unmotivated lately. I've been journaling to process my feelings. Looking for ways to get my energy back.,0,2025-04-19 19:34:53,ive feeling unmotivated lately ive journaling process feeling looking way get energy back
I’ve been struggling to make sense of my feelings. I wish I knew what to do.,1,2024-10-27 01:41:01,ive struggling make sense feeling wish knew
I’ve been struggling to make sense of my feelings. It’s hard to focus on anything.,0,2025-06-13 11:58:36,ive struggling make sense feeling hard focus anything
I can’t tell if I’m just tired or something more. It’s hard to focus on anything.,0,2025-05-23 01:03:18,cant tell im tired something hard focus anything
I've been thinking about ending it all. I've been stockpiling pills just in case. No one would miss me anyway.,1,2025-01-21 11:34:10,ive thinking ending ive stockpiling pill case one would miss anyway
I’ve been isolating myself lately. I feel like I’m stuck in a loop. It’s just easier.,0,2025-05-04 11:35:50,ive isolating lately feel like im stuck loop easier
"I’ve been isolating myself lately. I’m doing what I can, even if it’s not much. It’s just easier.",1,2025-05-08 09:41:56,ive isolating lately im even much easier
"I don’t know if this is normal or not. I hope it gets better, but I’m not sure.",1,2024-12-18 08:37:57,dont know normal hope get better im sure
I had an anxiety attack yesterday. I'm working on challenging negative thoughts. Breathing exercises helped me through it.,0,2024-12-17 00:42:20,anxiety attack yesterday im working challenging negative thought breathing exercise helped
I’ve been isolating myself lately. I don’t want to worry anyone. It’s just easier.,1,2024-12-07 19:01:23,ive isolating lately dont want worry anyone easier
I hate myself so much. I've been feeling this way for months now. I don't deserve to live.,1,2024-12-18 14:48:47,hate much ive feeling way month dont deserve live
The voices won't stop telling me to hurt myself. I've been stockpiling pills just in case. I'm afraid I might listen to them.,1,2025-04-04 23:19:21,voice wont stop telling hurt ive stockpiling pill case im afraid might listen
I've been planning how to kill myself. I've never felt this empty and hollow before. I don't see any other way out.,1,2024-10-10 18:10:39,ive planning kill ive never felt empty hollow dont see way
Work has been stressful this week. I've been reading self-help books that give me perspective. I need to find better coping mechanisms.,0,2025-05-16 13:40:54,work stressful week ive reading selfhelp book give perspective need find better coping mechanism
"Sometimes things feel okay, sometimes they don’t. I’m not sure if I need help or not.",0,2024-08-27 10:15:58,sometimes thing feel okay sometimes dont im sure need help
I'm feeling a bit overwhelmed with responsibilities. I'm practicing self-care when I can. Need to prioritize better.,0,2024-11-08 10:36:07,im feeling bit overwhelmed responsibility im practicing selfcare need prioritize better
I've been planning how to kill myself. The darkness is consuming me completely. I don't see any other way out.,1,2024-11-02 22:43:21,ive planning kill darkness consuming completely dont see way
I've been feeling a bit down lately. I've been reading self-help books that give me perspective. But I'm trying to stay positive.,0,2024-12-16 17:48:32,ive feeling bit lately ive reading selfhelp book give perspective im trying stay positive
I feel like I’m on autopilot. I wish I knew what to do.,1,2025-05-01 12:11:56,feel like im autopilot wish knew
I've been feeling a bit down lately. I'm considering talking to a therapist about it. But I'm trying to stay positive.,0,2025-06-30 20:28:59,ive feeling bit lately im considering talking therapist im trying stay positive
I'm worried about my upcoming exam. I'm learning to set better boundaries. I'm studying hard but still feel nervous.,0,2025-02-23 19:18:47,im worried upcoming exam im learning set better boundary im studying hard still feel nervous
I've written my goodbye note. I've tried medication but nothing helps. I'm just waiting for the right moment.,1,2025-06-19 01:58:16,ive written goodbye note ive tried medication nothing help im waiting right moment
I've been feeling a bit down lately. I've been more open with my family about my feelings. But I'm trying to stay positive.,0,2025-05-20 13:36:06,ive feeling bit lately ive open family feeling im trying stay positive
I've been planning how to kill myself. My family would be better off without me. I don't see any other way out.,1,2025-07-28 20:12:49,ive planning kill family would better without dont see way
I had trouble sleeping last night. I'm working on challenging negative thoughts. Going to try meditation tonight.,0,2024-09-16 05:08:41,trouble sleeping last night im working challenging negative thought going try meditation tonight
I had trouble sleeping last night. I've been reading self-help books that give me perspective. Going to try meditation tonight.,0,2025-01-15 18:34:42,trouble sleeping last night ive reading selfhelp book give perspective going try meditation tonight
My friend and I had an argument. My friends have been supportive. I hope we can work things out.,0,2025-01-14 02:53:47,friend argument friend supportive hope work thing
"I've been thinking about ending it all. I can't sleep, I can't eat, I can't function. No one would miss me anyway.",1,2025-06-04 19:29:25,ive thinking ending cant sleep cant eat cant function one would miss anyway
I feel completely hopeless. I've been feeling this way for months now. I just want the pain to stop.,1,2024-12-13 04:41:15,feel completely hopeless ive feeling way month want pain stop
I'm feeling a bit overwhelmed with responsibilities. I'm trying to maintain a routine to stay grounded. Need to prioritize better.,0,2024-09-26 13:59:47,im feeling bit overwhelmed responsibility im trying maintain routine stay grounded need prioritize better
I'm feeling a bit overwhelmed with responsibilities. I'm considering talking to a therapist about it. Need to prioritize better.,0,2024-12-08 04:47:55,im feeling bit overwhelmed responsibility im considering talking therapist need prioritize better
I feel completely hopeless. I don't see any future for myself. I just want the pain to stop.,1,2024-09-14 19:38:08,feel completely hopeless dont see future want pain stop
I can’t tell if I’m just tired or something more. I haven’t talked to anyone about it yet.,1,2025-03-20 01:02:57,cant tell im tired something havent talked anyone yet
There’s a heaviness I can’t explain. I wish I knew what to do.,1,2025-04-06 13:59:11,there heaviness cant explain wish knew
I don’t know if this is normal or not. It’s hard to focus on anything.,1,2025-01-04 02:29:43,dont know normal hard focus anything
I've been feeling a bit down lately. I've been journaling to process my feelings. But I'm trying to stay positive.,0,2025-04-09 06:24:36,ive feeling bit lately ive journaling process feeling im trying stay positive
I had trouble sleeping last night. I've been exercising more to help with my mood. Going to try meditation tonight.,0,2025-03-18 20:02:42,trouble sleeping last night ive exercising help mood going try meditation tonight
Work has been stressful this week. I've been exercising more to help with my mood. I need to find better coping mechanisms.,0,2024-12-11 22:37:06,work stressful week ive exercising help mood need find better coping mechanism
"I’ve been isolating myself lately. I’m doing what I can, even if it’s not much. It’s just easier.",1,2025-05-07 15:53:34,ive isolating lately im even much easier
I'm worried about my upcoming exam. I'm trying to maintain a routine to stay grounded. I'm studying hard but still feel nervous.,0,2025-07-15 07:32:42,im worried upcoming exam im trying maintain routine stay grounded im studying hard still feel nervous
Lately I’ve been feeling lost. Maybe I just need some rest. I'm not sure what to make of it.,1,2025-06-22 11:56:05,lately ive feeling lost maybe need rest im sure make
I'm worried about my upcoming exam. I've been journaling to process my feelings. I'm studying hard but still feel nervous.,0,2025-04-14 23:13:46,im worried upcoming exam ive journaling process feeling im studying hard still feel nervous
I keep overthinking everything. I haven’t talked to anyone about it yet. It’s exhausting.,1,2024-08-21 11:03:22,keep overthinking everything havent talked anyone yet exhausting
My mood has been up and down. I'm practicing self-care when I can. I'm trying to identify my triggers.,0,2025-02-09 13:38:11,mood im practicing selfcare im trying identify trigger
I feel like I’m on autopilot. I haven’t talked to anyone about it yet.,0,2025-07-27 06:43:47,feel like im autopilot havent talked anyone yet
I feel completely hopeless. I don't see any future for myself. I just want the pain to stop.,1,2024-11-18 00:02:16,feel completely hopeless dont see future want pain stop
I feel like I’m on autopilot. I haven’t talked to anyone about it yet.,0,2025-05-19 06:13:01,feel like im autopilot havent talked anyone yet
I keep overthinking everything. I’m not sure if I need help or not. It’s exhausting.,0,2025-06-19 12:17:01,keep overthinking everything im sure need help exhausting
I've been feeling a bit down lately. I've been exercising more to help with my mood. But I'm trying to stay positive.,0,2025-06-17 03:19:24,ive feeling bit lately ive exercising help mood im trying stay positive
There’s a heaviness I can’t explain. But I’m still trying to keep it together.,1,2025-06-04 23:42:22,there heaviness cant explain im still trying keep together
Sometimes I feel like no one understands me. I'm working on challenging negative thoughts. But I know that's not really true.,0,2025-02-26 02:48:56,sometimes feel like one understands im working challenging negative thought know thats really true
I don’t know if this is normal or not. I’m not sure if I need help or not.,0,2025-02-09 05:48:46,dont know normal im sure need help
I'm worried about my upcoming exam. I'm working on challenging negative thoughts. I'm studying hard but still feel nervous.,0,2025-05-19 12:06:24,im worried upcoming exam im working challenging negative thought im studying hard still feel nervous
I've been thinking about ending it all. I've tried medication but nothing helps. No one would miss me anyway.,1,2025-04-12 20:59:55,ive thinking ending ive tried medication nothing help one would miss anyway
The voices won't stop telling me to hurt myself. I've been stockpiling pills just in case. I'm afraid I might listen to them.,1,2024-10-16 11:43:31,voice wont stop telling hurt ive stockpiling pill case im afraid might listen
I've been thinking about ending it all. The darkness is consuming me completely. No one would miss me anyway.,1,2025-04-06 10:04:38,ive thinking ending darkness consuming completely one would miss anyway
I've been planning how to kill myself. I've tried medication but nothing helps. I don't see any other way out.,1,2025-01-29 18:31:39,ive planning kill ive tried medication nothing help dont see way
The voices won't stop telling me to hurt myself. The darkness is consuming me completely. I'm afraid I might listen to them.,1,2025-04-05 23:06:46,voice wont stop telling hurt darkness consuming completely im afraid might listen
I don’t know if this is normal or not. I feel like I’m stuck in a loop.,0,2025-05-19 23:40:21,dont know normal feel like im stuck loop
I've written my goodbye note. I've been having vivid thoughts about death. I'm just waiting for the right moment.,1,2025-01-03 02:53:59,ive written goodbye note ive vivid thought death im waiting right moment
There’s a heaviness I can’t explain. But I’m still trying to keep it together.,1,2025-04-26 18:50:40,there heaviness cant explain im still trying keep together
Lately I’ve been feeling lost. I feel like I’m stuck in a loop. I'm not sure what to make of it.,0,2025-06-08 21:04:49,lately ive feeling lost feel like im stuck loop im sure make
I can’t tell if I’m just tired or something more. Maybe I just need some rest.,1,2025-08-04 16:39:36,cant tell im tired something maybe need rest
I’ve been isolating myself lately. I’m not sure if I need help or not. It’s just easier.,0,2025-08-03 09:56:05,ive isolating lately im sure need help easier
"Some days I feel like giving up, other days I feel hopeful. I’m doing what I can, even if it’s not much.",0,2025-05-24 03:08:46,day feel like giving day feel hopeful im even much
Sometimes I feel like no one understands me. I've been reading self-help books that give me perspective. But I know that's not really true.,0,2024-11-18 12:10:09,sometimes feel like one understands ive reading selfhelp book give perspective know thats really true
Sometimes I feel like no one understands me. I know this is temporary and will pass. But I know that's not really true.,0,2025-01-19 02:19:24,sometimes feel like one understands know temporary pas know thats really true
I've been planning how to kill myself. The darkness is consuming me completely. I don't see any other way out.,1,2025-03-29 16:52:27,ive planning kill darkness consuming completely dont see way
"The voices won't stop telling me to hurt myself. I can't sleep, I can't eat, I can't function. I'm afraid I might listen to them.",1,2025-03-27 14:25:23,voice wont stop telling hurt cant sleep cant eat cant function im afraid might listen
My mood has been up and down. I've been journaling to process my feelings. I'm trying to identify my triggers.,0,2025-05-24 10:55:01,mood ive journaling process feeling im trying identify trigger
I can’t tell if I’m just tired or something more. But I’m still trying to keep it together.,0,2025-06-10 14:14:05,cant tell im tired something im still trying keep together
I don’t know if this is normal or not. Maybe I just need some rest.,1,2025-05-19 20:03:13,dont know normal maybe need rest
I keep overthinking everything. I’m not sure if I need help or not. It’s exhausting.,0,2024-11-03 18:20:52,keep overthinking everything im sure need help exhausting
"I don’t know if this is normal or not. I hope it gets better, but I’m not sure.",1,2024-12-24 00:44:36,dont know normal hope get better im sure
I've been cutting myself again. I've lost my job and have no purpose anymore. The physical pain distracts from the emotional torture.,1,2024-12-15 00:32:04,ive cutting ive lost job purpose anymore physical pain distracts emotional torture
I had trouble sleeping last night. My friends have been supportive. Going to try meditation tonight.,0,2025-03-02 08:46:45,trouble sleeping last night friend supportive going try meditation tonight
Sometimes I feel like no one understands me. My friends have been supportive. But I know that's not really true.,0,2025-01-21 14:28:09,sometimes feel like one understands friend supportive know thats really true
I’ve been isolating myself lately. I feel like I’m stuck in a loop. It’s just easier.,1,2025-07-04 13:34:45,ive isolating lately feel like im stuck loop easier
I can't take it anymore. Everything feels pointless and I don't see a reason to continue. No one understands what I'm going through.,1,2025-05-20 20:49:10,cant take anymore everything feel pointless dont see reason continue one understands im going
I'm a burden to everyone around me. I've been feeling this way for months now. They'd be better off without me.,1,2024-09-25 15:19:31,im burden everyone around ive feeling way month theyd better without
My friend and I had an argument. I've been journaling to process my feelings. I hope we can work things out.,0,2024-10-04 11:30:44,friend argument ive journaling process feeling hope work thing
My friend and I had an argument. I've been exercising more to help with my mood. I hope we can work things out.,0,2025-03-03 01:36:48,friend argument ive exercising help mood hope work thing
I'm worried about my upcoming exam. I'm trying to be kinder to myself during this time. I'm studying hard but still feel nervous.,0,2025-05-25 10:12:41,im worried upcoming exam im trying kinder time im studying hard still feel nervous
Lately I’ve been feeling lost. I haven’t talked to anyone about it yet. I'm not sure what to make of it.,1,2024-08-23 00:38:40,lately ive feeling lost havent talked anyone yet im sure make
I've been cutting myself again. I've lost my job and have no purpose anymore. The physical pain distracts from the emotional torture.,1,2024-09-23 03:59:41,ive cutting ive lost job purpose anymore physical pain distracts emotional torture
Sometimes I feel like no one understands me. I know this is temporary and will pass. But I know that's not really true.,0,2024-08-14 01:43:52,sometimes feel like one understands know temporary pas know thats really true
Sometimes I feel like no one understands me. I've been exercising more to help with my mood. But I know that's not really true.,0,2025-05-27 23:17:22,sometimes feel like one understands ive exercising help mood know thats really true
"Some days I feel like giving up, other days I feel hopeful. I’m doing what I can, even if it’s not much.",0,2025-06-03 17:55:13,day feel like giving day feel hopeful im even much
I've been thinking about ending it all. I don't see any future for myself. No one would miss me anyway.,1,2024-12-15 10:37:22,ive thinking ending dont see future one would miss anyway
I’ve been isolating myself lately. I don’t want to worry anyone. It’s just easier.,0,2025-03-05 14:53:41,ive isolating lately dont want worry anyone easier
Lately I’ve been feeling lost. It’s hard to focus on anything. I'm not sure what to make of it.,1,2024-08-22 03:58:19,lately ive feeling lost hard focus anything im sure make
I've been planning how to kill myself. My family would be better off without me. I don't see any other way out.,1,2025-06-10 06:38:24,ive planning kill family would better without dont see way
I'm feeling a bit overwhelmed with responsibilities. My friends have been supportive. Need to prioritize better.,0,2025-05-15 22:33:45,im feeling bit overwhelmed responsibility friend supportive need prioritize better
Sometimes I feel like no one understands me. I've been exercising more to help with my mood. But I know that's not really true.,0,2025-03-29 12:10:26,sometimes feel like one understands ive exercising help mood know thats really true
I don’t know if this is normal or not. I’m not sure if I need help or not.,1,2025-02-08 15:10:27,dont know normal im sure need help
I hate myself so much. I've never felt this empty and hollow before. I don't deserve to live.,1,2025-06-17 14:12:11,hate much ive never felt empty hollow dont deserve live
I feel like I’m on autopilot. But I’m still trying to keep it together.,1,2024-09-16 16:34:42,feel like im autopilot im still trying keep together
I hate myself so much. No one understands what I'm going through. I don't deserve to live.,1,2025-02-20 14:40:40,hate much one understands im going dont deserve live
I've been planning how to kill myself. I don't see any future for myself. I don't see any other way out.,1,2025-02-19 22:13:32,ive planning kill dont see future dont see way
Sometimes I feel like no one understands me. I'm considering talking to a therapist about it. But I know that's not really true.,0,2025-05-03 16:01:44,sometimes feel like one understands im considering talking therapist know thats really true
Sometimes I feel like no one understands me. I've been journaling to process my feelings. But I know that's not really true.,0,2024-09-30 14:12:32,sometimes feel like one understands ive journaling process feeling know thats really true
I feel completely hopeless. I don't see any future for myself. I just want the pain to stop.,1,2024-12-19 19:37:51,feel completely hopeless dont see future want pain stop
I can’t tell if I’m just tired or something more. I feel like I’m stuck in a loop.,0,2025-04-19 13:40:14,cant tell im tired something feel like im stuck loop
I'm worried about my upcoming exam. I'm working on challenging negative thoughts. I'm studying hard but still feel nervous.,0,2024-08-25 17:08:47,im worried upcoming exam im working challenging negative thought im studying hard still feel nervous
"Some days I feel like giving up, other days I feel hopeful. I haven’t talked to anyone about it yet.",0,2025-02-01 15:45:03,day feel like giving day feel hopeful havent talked anyone yet
"I feel like I’m on autopilot. I hope it gets better, but I’m not sure.",0,2025-06-19 12:19:37,feel like im autopilot hope get better im sure
I feel like I’m on autopilot. I haven’t talked to anyone about it yet.,1,2024-12-16 06:57:09,feel like im autopilot havent talked anyone yet
I’ve been struggling to make sense of my feelings. I feel like I’m stuck in a loop.,1,2024-11-17 03:51:28,ive struggling make sense feeling feel like im stuck loop
"Everything is falling apart and I can't handle it anymore. I can't sleep, I can't eat, I can't function. I just want to disappear.",1,2024-08-19 14:35:45,everything falling apart cant handle anymore cant sleep cant eat cant function want disappear
I've been feeling a bit down lately. I've been more open with my family about my feelings. But I'm trying to stay positive.,0,2025-02-28 19:29:43,ive feeling bit lately ive open family feeling im trying stay positive
"Sometimes things feel okay, sometimes they don’t. I feel like I’m stuck in a loop.",0,2024-08-07 16:22:27,sometimes thing feel okay sometimes dont feel like im stuck loop
I've been planning how to kill myself. The darkness is consuming me completely. I don't see any other way out.,1,2024-08-08 11:02:06,ive planning kill darkness consuming completely dont see way
I had trouble sleeping last night. I've been reading self-help books that give me perspective. Going to try meditation tonight.,0,2025-05-11 20:51:43,trouble sleeping last night ive reading selfhelp book give perspective going try meditation tonight
I've been thinking about ending it all. I'm completely alone in this world. No one would miss me anyway.,1,2025-06-29 10:36:22,ive thinking ending im completely alone world one would miss anyway
"There’s a heaviness I can’t explain. I hope it gets better, but I’m not sure.",1,2025-08-04 14:22:50,there heaviness cant explain hope get better im sure
I had trouble sleeping last night. I'm considering talking to a therapist about it. Going to try meditation tonight.,0,2025-07-17 01:44:13,trouble sleeping last night im considering talking therapist going try meditation tonight
"Lately I’ve been feeling lost. I’m doing what I can, even if it’s not much. I'm not sure what to make of it.",0,2024-09-15 13:20:13,lately ive feeling lost im even much im sure make
I'm worried about my upcoming exam. I've been more open with my family about my feelings. I'm studying hard but still feel nervous.,0,2025-05-04 15:35:09,im worried upcoming exam ive open family feeling im studying hard still feel nervous
I can't take it anymore. Everything feels pointless and I don't see a reason to continue. I've never felt this empty and hollow before.,1,2025-01-21 19:06:14,cant take anymore everything feel pointless dont see reason continue ive never felt empty hollow
"Sometimes things feel okay, sometimes they don’t. It’s hard to focus on anything.",1,2024-08-30 17:27:19,sometimes thing feel okay sometimes dont hard focus anything
I had trouble sleeping last night. My friends have been supportive. Going to try meditation tonight.,0,2025-03-28 21:02:37,trouble sleeping last night friend supportive going try meditation tonight
I had an anxiety attack yesterday. I'm trying to be kinder to myself during this time. Breathing exercises helped me through it.,0,2024-12-26 18:29:07,anxiety attack yesterday im trying kinder time breathing exercise helped
I feel like I’m on autopilot. But I’m still trying to keep it together.,0,2025-03-07 00:52:35,feel like im autopilot im still trying keep together
I'm a burden to everyone around me. No one understands what I'm going through. They'd be better off without me.,1,2025-03-01 10:15:51,im burden everyone around one understands im going theyd better without
My friend and I had an argument. I'm trying to maintain a routine to stay grounded. I hope we can work things out.,0,2025-03-27 20:17:46,friend argument im trying maintain routine stay grounded hope work thing
I'm a burden to everyone around me. I'm completely alone in this world. They'd be better off without me.,1,2025-06-12 02:04:34,im burden everyone around im completely alone world theyd better without
Everything is falling apart and I can't handle it anymore. My family would be better off without me. I just want to disappear.,1,2025-06-16 02:34:11,everything falling apart cant handle anymore family would better without want disappear
My mood has been up and down. I know this is temporary and will pass. I'm trying to identify my triggers.,0,2025-06-29 18:27:12,mood know temporary pas im trying identify trigger
I keep overthinking everything. I’m not sure if I need help or not. It’s exhausting.,0,2025-07-15 00:00:36,keep overthinking everything im sure need help exhausting
I’ve been isolating myself lately. I haven’t talked to anyone about it yet. It’s just easier.,1,2024-11-30 07:53:22,ive isolating lately havent talked anyone yet easier
I've been cutting myself again. I've never felt this empty and hollow before. The physical pain distracts from the emotional torture.,1,2025-03-09 08:21:02,ive cutting ive never felt empty hollow physical pain distracts emotional torture
I had trouble sleeping last night. I've been more open with my family about my feelings. Going to try meditation tonight.,0,2025-01-04 18:56:26,trouble sleeping last night ive open family feeling going try meditation tonight
I’ve been struggling to make sense of my feelings. I wish I knew what to do.,0,2024-09-20 12:19:40,ive struggling make sense feeling wish knew
I've been thinking about ending it all. I'm exhausted from pretending to be okay. No one would miss me anyway.,1,2024-09-16 03:27:27,ive thinking ending im exhausted pretending okay one would miss anyway
Work has been stressful this week. I've been more open with my family about my feelings. I need to find better coping mechanisms.,0,2025-07-07 09:55:56,work stressful week ive open family feeling need find better coping mechanism
I've been cutting myself again. No one understands what I'm going through. The physical pain distracts from the emotional torture.,1,2025-01-10 20:02:04,ive cutting one understands im going physical pain distracts emotional torture
My friend and I had an argument. I'm trying to maintain a routine to stay grounded. I hope we can work things out.,0,2025-05-01 12:58:54,friend argument im trying maintain routine stay grounded hope work thing
Work has been stressful this week. I'm working on challenging negative thoughts. I need to find better coping mechanisms.,0,2025-03-19 13:08:13,work stressful week im working challenging negative thought need find better coping mechanism
Work has been stressful this week. I'm considering talking to a therapist about it. I need to find better coping mechanisms.,0,2024-10-30 03:33:25,work stressful week im considering talking therapist need find better coping mechanism
I can’t tell if I’m just tired or something more. But I’m still trying to keep it together.,1,2025-01-09 02:34:48,cant tell im tired something im still trying keep together
"I've written my goodbye note. I can't sleep, I can't eat, I can't function. I'm just waiting for the right moment.",1,2025-01-24 07:43:06,ive written goodbye note cant sleep cant eat cant function im waiting right moment
My mood has been up and down. I'm focusing on small victories each day. I'm trying to identify my triggers.,0,2025-06-19 04:37:16,mood im focusing small victory day im trying identify trigger
"Sometimes things feel okay, sometimes they don’t. But I’m still trying to keep it together.",1,2024-11-01 19:26:54,sometimes thing feel okay sometimes dont im still trying keep together
"I’ve been struggling to make sense of my feelings. I’m doing what I can, even if it’s not much.",1,2024-12-10 07:17:56,ive struggling make sense feeling im even much
I've been feeling unmotivated lately. I'm trying to be kinder to myself during this time. Looking for ways to get my energy back.,0,2025-06-17 06:22:04,ive feeling unmotivated lately im trying kinder time looking way get energy back
I've been feeling a bit down lately. I've been reading self-help books that give me perspective. But I'm trying to stay positive.,0,2025-01-30 01:05:40,ive feeling bit lately ive reading selfhelp book give perspective im trying stay positive
I've been cutting myself again. My family would be better off without me. The physical pain distracts from the emotional torture.,1,2025-06-25 14:36:38,ive cutting family would better without physical pain distracts emotional torture
I had trouble sleeping last night. I'm trying to maintain a routine to stay grounded. Going to try meditation tonight.,0,2025-06-10 09:46:50,trouble sleeping last night im trying maintain routine stay grounded going try meditation tonight
Sometimes I feel like no one understands me. I've been journaling to process my feelings. But I know that's not really true.,0,2025-02-24 03:54:35,sometimes feel like one understands ive journaling process feeling know thats really true
My friend and I had an argument. I know this is temporary and will pass. I hope we can work things out.,0,2025-07-19 01:38:16,friend argument know temporary pas hope work thing
"I feel like I’m on autopilot. I hope it gets better, but I’m not sure.",0,2025-06-03 02:49:37,feel like im autopilot hope get better im sure
There’s a heaviness I can’t explain. I feel like I’m stuck in a loop.,1,2025-04-01 11:08:13,there heaviness cant explain feel like im stuck loop
I've been thinking about ending it all. I'm completely alone in this world. No one would miss me anyway.,1,2025-04-18 17:30:21,ive thinking ending im completely alone world one would miss anyway
I'm feeling a bit overwhelmed with responsibilities. I've been journaling to process my feelings. Need to prioritize better.,0,2025-04-06 04:09:13,im feeling bit overwhelmed responsibility ive journaling process feeling need prioritize better
There’s a heaviness I can’t explain. I haven’t talked to anyone about it yet.,1,2024-09-30 05:42:36,there heaviness cant explain havent talked anyone yet
I’ve been isolating myself lately. It’s hard to focus on anything. It’s just easier.,0,2024-10-01 09:20:03,ive isolating lately hard focus anything easier
I can’t tell if I’m just tired or something more. I don’t want to worry anyone.,1,2024-12-04 12:38:45,cant tell im tired something dont want worry anyone
I keep overthinking everything. It’s hard to focus on anything. It’s exhausting.,1,2025-03-14 02:07:42,keep overthinking everything hard focus anything exhausting
I hate myself so much. I've been having vivid thoughts about death. I don't deserve to live.,1,2024-09-17 04:47:37,hate much ive vivid thought death dont deserve live
I can’t tell if I’m just tired or something more. It’s hard to focus on anything.,1,2024-12-15 05:25:29,cant tell im tired something hard focus anything
I've been cutting myself again. I've been feeling this way for months now. The physical pain distracts from the emotional torture.,1,2025-07-17 19:24:12,ive cutting ive feeling way month physical pain distracts emotional torture
"I can’t tell if I’m just tired or something more. I hope it gets better, but I’m not sure.",1,2024-10-24 09:25:05,cant tell im tired something hope get better im sure
I don’t know if this is normal or not. I don’t want to worry anyone.,1,2024-11-07 16:46:21,dont know normal dont want worry anyone
Lately I’ve been feeling lost. It’s hard to focus on anything. I'm not sure what to make of it.,1,2025-07-13 15:25:34,lately ive feeling lost hard focus anything im sure make
I’ve been struggling to make sense of my feelings. I wish I knew what to do.,1,2024-12-23 01:26:03,ive struggling make sense feeling wish knew
I'm worried about my upcoming exam. I'm considering talking to a therapist about it. I'm studying hard but still feel nervous.,0,2025-06-11 12:43:48,im worried upcoming exam im considering talking therapist im studying hard still feel nervous
Everything is falling apart and I can't handle it anymore. I'm completely alone in this world. I just want to disappear.,1,2024-10-27 20:44:23,everything falling apart cant handle anymore im completely alone world want disappear
My friend and I had an argument. I've been more open with my family about my feelings. I hope we can work things out.,0,2024-12-29 21:15:44,friend argument ive open family feeling hope work thing
I keep overthinking everything. I wish I knew what to do. It’s exhausting.,0,2024-10-12 02:40:49,keep overthinking everything wish knew exhausting
I can't take it anymore. Everything feels pointless and I don't see a reason to continue. I've been having vivid thoughts about death.,1,2025-03-12 23:03:28,cant take anymore everything feel pointless dont see reason continue ive vivid thought death
Sometimes I feel like no one understands me. I'm working on challenging negative thoughts. But I know that's not really true.,0,2025-07-23 00:42:55,sometimes feel like one understands im working challenging negative thought know thats really true
I've written my goodbye note. I've tried medication but nothing helps. I'm just waiting for the right moment.,1,2025-03-26 16:16:18,ive written goodbye note ive tried medication nothing help im waiting right moment
"I can't take it anymore. Everything feels pointless and I don't see a reason to continue. I can't sleep, I can't eat, I can't function.",1,2024-08-17 21:57:35,cant take anymore everything feel pointless dont see reason continue cant sleep cant eat cant function
I've been feeling unmotivated lately. I'm trying to be kinder to myself during this time. Looking for ways to get my energy back.,0,2024-09-30 20:55:14,ive feeling unmotivated lately im trying kinder time looking way get energy back
"Sometimes things feel okay, sometimes they don’t. I feel like I’m stuck in a loop.",0,2025-05-04 05:49:18,sometimes thing feel okay sometimes dont feel like im stuck loop
I've written my goodbye note. My family would be better off without me. I'm just waiting for the right moment.,1,2024-09-21 17:05:38,ive written goodbye note family would better without im waiting right moment
"I keep overthinking everything. I’m doing what I can, even if it’s not much. It’s exhausting.",0,2025-04-15 03:19:31,keep overthinking everything im even much exhausting
Work has been stressful this week. I'm practicing self-care when I can. I need to find better coping mechanisms.,0,2024-10-16 16:05:49,work stressful week im practicing selfcare need find better coping mechanism
I've been feeling a bit down lately. I'm practicing self-care when I can. But I'm trying to stay positive.,0,2025-01-28 14:37:33,ive feeling bit lately im practicing selfcare im trying stay positive
"There’s a heaviness I can’t explain. I’m doing what I can, even if it’s not much.",1,2024-10-15 02:34:41,there heaviness cant explain im even much
I’ve been isolating myself lately. I wish I knew what to do. It’s just easier.,0,2025-03-19 04:24:34,ive isolating lately wish knew easier
My mood has been up and down. I'm trying to be kinder to myself during this time. I'm trying to identify my triggers.,0,2025-07-01 05:15:03,mood im trying kinder time im trying identify trigger
I've been feeling a bit down lately. I'm focusing on small victories each day. But I'm trying to stay positive.,0,2025-06-05 09:26:27,ive feeling bit lately im focusing small victory day im trying stay positive
I’ve been struggling to make sense of my feelings. It’s hard to focus on anything.,1,2024-11-28 06:16:58,ive struggling make sense feeling hard focus anything
I've been cutting myself again. I've lost my job and have no purpose anymore. The physical pain distracts from the emotional torture.,1,2025-01-04 02:10:46,ive cutting ive lost job purpose anymore physical pain distracts emotional torture
I've written my goodbye note. I've been having vivid thoughts about death. I'm just waiting for the right moment.,1,2025-01-08 20:24:59,ive written goodbye note ive vivid thought death im waiting right moment
Lately I’ve been feeling lost. I haven’t talked to anyone about it yet. I'm not sure what to make of it.,0,2025-02-26 21:47:05,lately ive feeling lost havent talked anyone yet im sure make
